NAME,metropolitan statistical area/micropolitan statistical area,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,masters_degree,no_schooling,nursery_school,professional_degree,some_college_1_or_more_years,some_college_less_1_year
"Torrington, CT Micro Area",45860,7857,19137,39.389920424403186,938,28.076449412656306,5.9397499052671465,26.593880257673362,84448,3117,0,643,588,1268,154,28,9,130,365,103,503,403,20593,0,10980,822,0,2209,9817,4784
"Town of Pecos, TX Micro Area",45880,457,472,6.871414913957935,6,40.105162523900574,28.740439770554495,24.282982791587,8368,468,78,137,425,422,16,76,19,32,196,36,203,158,2888,0,85,607,0,12,1092,483
"Traverse City, MI Metro Area",45900,11656,26077,38.49955977090652,1716,23.725297045670498,5.394331941453889,32.380811241969084,114713,3422,6,1259,1394,1440,5,13,48,3,13,72,471,474,23794,80,13275,910,0,3096,16128,9361
"Trenton-Princeton, NJ Metro Area",45940,16176,62940,44.900184565116035,9482,24.5298213301789,10.074404016506826,20.495590088198238,259529,6068,194,2555,2776,5466,411,815,820,817,2959,498,886,2603,57594,189,37473,5083,74,6634,24344,12672
"Troy, AL Micro Area",45980,1310,3102,27.315006200909465,292,33.965481603968584,12.417321207110376,26.302190988011574,19352,1057,0,401,705,383,11,11,9,18,109,119,68,322,5516,0,1655,210,37,237,2421,1359
"Truckee-Grass Valley, CA Micro Area",46020,8239,19768,39.46003256465599,1170,20.469032021911723,4.931399649109521,35.13953576432277,79227,2192,72,500,457,1543,0,62,16,28,280,17,76,367,14025,0,7926,489,0,2399,13495,6106
"Tucson, AZ Metro Area",46060,64761,146720,35.870627429205996,17290,21.17809550249861,10.054136590782898,32.897140477512494,720400,29238,142,8331,10512,15771,601,881,782,999,4869,1925,7313,9716,123329,190,77426,10263,135,16976,118352,53878
"Tullahoma-Manchester, TN Micro Area",46100,3589,5975,23.119528318742184,701,37.768000714668574,12.381633017688047,26.730837948901197,44776,3044,0,968,1413,941,3,71,0,31,307,151,590,631,13867,0,3159,438,0,517,5536,2844
"Tulsa, OK Metro Area",46140,64265,134604,29.78742678139104,7848,28.57662585856992,9.866266913882205,31.769680446156833,684423,29901,179,10385,12444,11269,472,863,678,799,5393,1561,5158,8144,165684,48,48085,10074,60,13335,102503,50671
"Tupelo, MS Micro Area",46180,10022,13330,24.258240199693653,848,29.644295682759402,13.412378737164577,32.68508538038237,88135,6428,32,2477,2404,1712,8,95,11,212,394,355,1324,1378,19699,50,5768,1369,0,1434,13543,5242
"Tuscaloosa, AL Metro Area",46220,15851,29002,28.558481621555675,4373,31.028112309810552,10.473418501025382,29.93998756760839,172131,7410,31,2965,3673,3061,88,595,189,43,715,713,1204,2190,45999,25,13378,2492,44,2405,25058,10627
"Twin Falls, ID Metro Area",46300,8300,9666,21.03918683964157,983,28.538183763541525,14.4549953189782,35.9676340778387,74770,4016,78,1099,1632,2165,167,147,80,270,1180,242,1105,915,17322,15,4226,1661,52,856,11683,6910
"Tyler, TX Metro Area",46340,16525,28778,27.741017792961557,2047,24.86760055372814,12.001676424643442,35.38970522866686,157478,7325,30,2246,4067,2904,87,432,254,331,1894,459,1826,1804,31836,0,10344,2566,0,2517,29114,10092
"Ukiah, CA Micro Area",46380,6014,9871,24.923685784847603,522,26.127839732478407,13.837799696277091,35.11067478639689,65191,2011,29,1340,1480,1062,231,267,184,172,1355,59,691,552,15022,0,4348,1599,0,1507,11438,5437
"Union City, TN Micro Area",46460,1114,2351,18.059750034846445,143,44.26427542628816,15.00255540584491,22.673419133020488,21523,1571,0,562,770,367,0,11,5,53,266,50,426,372,7956,0,1247,347,0,146,2427,1339
"Urbana, OH Micro Area",46500,2472,3491,19.107417441605037,25,42.919382001903784,8.175294720656073,29.797905835835103,27314,1457,0,328,653,626,0,45,0,54,12,2,114,147,10266,0,1496,252,0,207,3354,2313
"Urban Honolulu, HI Metro Area",46520,77507,167802,37.7229953386872,12566,25.224090704793888,7.107441987997615,29.945471968521296,707526,19486,195,5459,5409,11550,383,851,879,1298,4497,1394,3259,4048,158981,291,66671,10509,265,19861,92682,41683
"Utica-Rome, NY Metro Area",46540,27058,30926,26.659405401391194,2524,30.927544124563706,10.479986137584474,31.933064336460625,201985,10387,89,3505,3196,4070,169,347,413,245,448,535,1764,1893,52082,48,17500,4412,34,2898,22749,14693
"Utuado, PR Micro Area",46580,2464,3940,22.74338827136834,63,26.66251437332311,25.057493292449212,25.53660406285933,20872,486,162,470,347,162,141,296,373,245,676,491,526,811,5079,0,617,530,0,127,2600,266
"Uvalde, TX Micro Area",46620,1736,2344,20.163786432808873,136,25.90920815063193,21.730719628578797,32.1962857879804,15508,1023,0,415,411,377,30,19,59,214,522,216,409,392,2995,0,521,306,0,126,2271,986
"Valdosta, GA Metro Area",46660,8724,13714,24.51530500851491,1410,33.0858914457884,11.271341862800751,31.127461682895945,91604,5414,3,1571,1896,1421,19,41,81,46,615,135,1277,1626,24894,65,6072,1529,0,1261,14221,5569
"Vallejo, CA Metro Area",46700,32843,60797,28.367041437079976,3025,24.321113482179825,11.080039494219193,36.231805586521006,313970,9887,125,3007,3988,8172,173,865,544,505,3367,732,2792,2529,66474,102,19902,7736,151,5340,55054,25860
"Van Wert, OH Micro Area",46780,2495,2118,16.996542566518013,92,44.52573032018841,6.44385428671644,32.033872826577145,19957,750,0,191,498,252,0,12,0,10,0,7,158,52,8136,0,1077,80,26,105,2659,1239
"Vermillion, SD Micro Area",46820,588,1828,45.953249560870155,549,25.942440210782326,6.09377111201189,22.010539116335632,7401,378,7,82,118,82,0,0,0,0,0,0,73,20,1542,9,889,60,0,135,826,215
"Vernal, UT Micro Area",46860,2044,2640,16.834379615952734,105,36.34139586410635,10.658234859675037,36.16598966026588,21664,1176,0,630,775,360,0,5,0,0,8,64,25,209,6697,0,813,190,43,89,3305,2486
"Vernon, TX Micro Area",46900,564,1113,17.411437832831673,67,31.245658717295672,18.70803426719148,32.63486918268118,8638,766,0,272,247,302,2,6,69,0,101,53,148,138,1933,0,255,268,10,69,1445,810
"Vicksburg, MS Micro Area",46980,3386,4831,26.47187531558219,627,28.128050627798164,11.946679233850608,33.45339482276904,29707,1797,0,519,680,410,0,0,81,11,70,160,457,826,6559,0,1991,335,0,415,5117,1435
"Victoria, TX Metro Area",47020,7084,9223,19.630697503220663,456,30.904545733390588,15.02821912766088,34.43653763572787,65204,3797,51,1205,1633,1436,79,160,188,194,689,509,706,1656,16354,0,2370,1283,10,751,10419,4951
"Vidalia, GA Micro Area",47080,1961,2564,19.66377771003005,156,36.10905448368973,15.735377379034013,28.4917904272462,22961,1620,0,538,755,368,53,87,78,25,110,71,503,486,6671,27,1423,512,0,372,3377,1204
"Vincennes, IN Micro Area",47180,3756,2749,17.787311277947364,232,35.999504991337346,9.90429832522069,36.30888540549459,24242,1375,0,580,488,370,0,15,0,30,63,36,216,275,7352,0,1124,328,0,207,3168,1878
"Vineland, NJ Metro Area",47220,7809,12331,17.94214715589206,639,39.13414870898855,18.728402251989902,24.19530188312949,103020,7182,186,3126,2925,2418,145,274,410,209,1748,600,1738,2209,33134,28,4454,3274,4,1060,10491,6626
"Vineyard Haven, MA Micro Area",47240,1262,4170,49.027847466131455,313,22.11490215755143,4.754139488208731,24.10311088810838,15944,800,0,79,160,69,0,0,0,42,22,2,139,149,2726,2,2373,94,0,961,1764,817
"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",47260,119118,256939,35.122037329259506,18931,25.105481925574097,7.178545120692769,32.593935624473616,1212293,52194,185,14177,17075,18264,282,498,484,1019,2853,2428,5987,9353,252158,260,126363,13882,278,23549,186560,89456
"Visalia, CA Metro Area",47300,26337,28892,15.839490911134213,1245,26.97089315314809,25.631795577782146,31.55782035793555,284744,10151,1021,4457,6742,8747,1719,3074,1897,2394,13569,1934,4905,6919,66647,332,11710,15260,15,3255,44043,19479
"Wabash, IN Micro Area",47340,1986,3083,21.601257338325706,134,41.977534322562754,8.18656681921139,28.23464151990015,21633,1430,6,410,273,319,2,4,0,0,73,29,90,292,7651,0,1369,273,0,87,2627,1495
"Waco, TX Metro Area",47380,18747,30217,26.437467372660155,2991,27.91355486187316,12.106474329608046,33.54250343585864,187726,9031,70,3553,3592,3516,252,430,287,540,2347,932,1772,3015,43370,69,13180,2350,2,3242,30215,14006
"Wahpeton, ND-MN Micro Area",47420,2994,2917,23.96346671923254,107,27.21598002496879,5.5128457848741705,43.3077074709245,15219,545,12,111,213,168,0,0,0,30,5,7,158,56,3597,0,527,79,0,96,2529,1068
"Walla Walla, WA Metro Area",47460,4809,6905,30.08780487804878,833,22.93658536585366,10.760975609756098,36.21463414634146,41000,1780,8,686,440,1005,103,166,103,126,523,132,417,307,7624,0,3495,396,0,1103,6266,3773
"Wapakoneta, OH Micro Area",47540,3987,4029,20.75573292791081,181,41.495629038388444,6.407576333460027,31.34106170024072,31572,1197,0,496,329,451,0,0,0,0,15,49,262,280,11904,0,2123,141,0,220,3916,1992
"Warner Robins, GA Metro Area",47580,14916,22998,31.12223808075372,1665,27.86681953251129,7.588697286631257,33.42224510010373,128217,6513,5,1315,1699,1511,10,140,37,155,489,341,1007,1455,29217,20,12552,1503,43,2689,18924,9013
"Warren, PA Micro Area",47620,3254,3561,19.468900880431693,252,46.435671684180626,6.084919057086055,28.01050837830162,28168,1119,0,374,282,366,0,3,0,0,4,8,246,147,11961,0,1507,284,0,164,2830,1806
"Warrensburg, MO Micro Area",47660,3390,5572,29.101647497668637,633,32.897109107864466,6.857320484923841,31.143922909543054,32170,1478,0,254,302,368,11,72,2,0,85,35,265,423,9105,0,2789,382,7,368,4307,2322
"Warsaw, IN Micro Area",47700,3959,8657,24.623886445126235,349,35.935016449192325,11.9672494732562,27.47384763242524,54106,2739,8,1098,894,855,42,12,21,51,351,123,1687,802,16704,0,3967,531,0,350,6510,4396
"Washington, IN Micro Area",47780,2674,2246,15.11025886864813,88,33.7823585810163,22.823585810162992,28.28379674017258,20860,1036,45,461,307,397,26,13,0,0,178,38,2484,473,6011,0,742,339,0,76,2115,1111
"Washington, NC Micro Area",47820,3737,4290,20.585725604924725,230,31.6998841957701,11.921740720424209,35.79264947888097,32814,1650,1,524,877,532,0,140,57,100,311,181,220,476,8752,16,1781,451,26,454,6002,2006
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",47900,249123,1160075,53.783172876069244,148077,17.300363265270082,8.482223144417114,20.43424071424356,4303742,91072,2571,31542,35609,66968,5168,9692,7944,10851,33968,14086,21924,35974,653491,982,805196,86748,1026,201341,429936,200378
"Washington Court House, OH Micro Area",47920,1624,1843,13.841722255912675,51,47.77137659187387,14.230846977966443,24.156054174247018,19788,1601,0,535,715,550,14,0,0,5,38,29,290,347,7852,12,756,271,10,89,1840,1316
"Waterbury-Shelton, CT Metro Area",47930,28246,61123,33.788602611721224,4483,29.5481091904653,9.666953012502395,26.996335185311075,323618,13625,79,3268,4075,6475,194,778,558,930,2377,572,3141,2921,81998,192,36498,5629,95,7242,38458,20661
"Waterloo-Cedar Falls, IA Metro Area",47940,13248,21649,30.484380484380484,1690,31.045057360846833,6.034434981803403,32.43612717296928,108262,4138,16,725,1749,1158,30,27,96,21,137,140,902,560,29472,0,7761,969,3,1903,14835,7033
"Watertown, SD Micro Area",47980,2885,2900,20.87906451943789,136,38.588573186993536,7.646938147502308,32.88542414606626,19498,685,0,272,384,196,0,14,17,0,8,49,174,209,6839,1,814,167,0,221,2329,1198
"Watertown-Fort Atkinson, WI Micro Area",48020,6401,11666,28.128462545747574,399,32.538696571869856,7.116475841923245,32.21636504045932,59566,2399,0,479,645,887,10,8,0,60,353,36,647,268,16983,0,3978,846,0,712,8200,4589
"Watertown-Fort Drum, NY Metro Area",48060,9401,11359,25.674553200610916,535,32.08247367433884,8.696176415422952,33.54679670962729,74642,4225,15,956,1185,1108,22,16,4,89,216,475,440,1008,19722,4,6261,929,24,1009,9651,5988
"Wausau, WI Metro Area",48140,12777,18307,27.27197406713133,668,32.88420311318703,6.911979452551343,32.9318433671303,96557,2918,50,553,895,1757,11,29,20,23,462,55,1167,689,28834,2,5894,927,34,1464,12398,6623
"Waycross, GA Micro Area",48180,2818,3690,16.17101357082273,176,40.0763358778626,16.611005089058526,27.141645462256147,37728,2966,24,1349,1209,579,2,90,51,97,165,188,979,810,12154,0,1747,716,8,488,4485,2937
"Waynesville, NC Micro Area",48200,6070,8476,29.401807063204892,502,27.53972788251973,8.396284305634905,34.662180748640466,47259,2077,0,841,583,482,0,21,14,24,77,180,659,721,10938,0,4151,358,8,766,7141,3170
"Weatherford, OK Micro Area",48220,1557,4623,29.319002365439683,466,31.887786861435035,11.420508777026187,27.372701996099096,24097,1322,0,467,506,324,0,66,44,23,180,47,163,465,6362,1,1765,455,11,211,3492,1547
"Weirton-Steubenville, WV-OH Metro Area",48260,10226,11569,20.718228736334137,651,41.1790063584438,7.971404964615441,30.13135994060663,83511,3784,35,1035,1659,1161,0,38,74,5,202,83,654,777,30605,3,4474,931,0,608,9987,4950
"Wenatchee-East Wenatchee, WA Metro Area",48300,8645,15246,27.331231629847352,795,25.099554375651845,15.29937422963876,32.26983976486205,84376,4014,290,1635,1475,1703,292,886,379,610,2228,138,771,948,17164,53,5327,1491,10,1693,11660,6923
"West Plains, MO Micro Area",48460,2153,2990,17.517554125219426,301,39.29564072557051,14.065242832065536,29.121562317144527,27344,2051,0,788,784,940,0,14,0,2,28,52,577,332,8694,3,1255,315,11,244,3582,2228
"Wheeling, WV-OH Metro Area",48540,11384,13899,22.86380346095221,1050,41.23454576247546,7.641192703507775,28.260458073064548,100377,4519,0,1909,1948,1151,35,5,6,30,59,170,750,978,36871,5,6682,612,12,1319,10698,6285
"Whitewater-Elkhorn, WI Micro Area",48580,6740,15303,32.31722742221098,672,29.256261067543637,7.485173005031341,30.941338505214045,71154,2689,32,824,886,1335,26,44,33,213,408,89,355,374,18128,30,5768,673,4,1252,10551,4725
"Wichita, KS Metro Area",48620,38317,86221,31.511175556900785,4389,26.406505896320486,9.72951538956072,32.352803157218005,426198,20155,85,5281,6929,8482,247,740,186,601,2525,751,2986,4301,92389,87,37407,8202,64,6283,62627,36943
"Wichita Falls, TX Metro Area",48660,8062,15685,24.779793143663873,1033,31.998281312340794,11.404720252892613,31.817205291102724,97749,6358,201,1851,1723,1274,271,283,245,403,928,368,803,1291,24920,24,6284,1464,19,1220,15555,7484
"Wildwood-The Villages, FL Metro Area",48680,12332,26375,35.06630914113105,1436,28.485470140694915,6.834445216211414,29.613775501962618,123814,5532,9,1498,1833,1921,9,37,94,110,465,173,470,1082,29737,32,13050,690,39,2556,15712,8622
"Williamsport, PA Metro Area",48700,9292,12615,24.79902984234938,963,38.44749771837924,8.863940390313426,27.889532048957953,79987,4086,6,1577,1484,1460,10,7,4,18,159,75,618,894,26667,7,5219,771,0,1039,8157,4859
"Williston, ND Micro Area",48780,3718,3766,23.743662543094707,180,33.672683025755425,9.357128371527073,33.2265260596228,24655,1518,0,106,561,940,0,16,23,0,0,27,189,163,6784,0,1714,275,7,194,3000,1474
"Willmar, MN Micro Area",48820,4232,5644,27.09762443821174,240,27.682222147129387,9.171087757239887,36.049065657418986,29593,1045,9,176,440,416,16,5,84,111,124,14,306,213,7147,36,1777,753,11,358,4672,1764
"Wilmington, NC Metro Area",48900,36830,80373,38.510203007821325,4562,22.336122021350022,6.939530968055439,32.21414400277322,323091,11895,35,4014,4056,3821,146,103,154,198,984,917,2500,2539,60271,44,31455,2840,70,8033,43879,23372
"Wilmington, OH Micro Area",48940,3116,3536,20.055207559188872,192,40.3015182078777,8.39791909969211,31.245355133241322,28257,1177,0,441,499,751,0,18,0,28,64,22,131,204,10211,0,1815,199,16,124,3420,2293
"Wilson, NC Micro Area",48980,5605,6660,20.26385321778977,383,34.236248406348736,15.576208865320302,29.923689510541195,54121,2529,26,1373,1662,932,209,185,21,40,494,595,1013,989,16000,0,3292,891,0,632,7304,3286
"Winchester, TN Micro Area",49010,2406,4298,23.050745671103996,318,40.48977413005038,9.161578754212124,27.297901444633503,29973,2292,0,431,580,391,5,6,39,21,60,92,524,321,9844,0,1939,276,0,354,3644,2132
"Winchester, VA-WV Metro Area",49020,7382,16863,28.114747618482944,796,33.45092691410728,11.428317324795447,27.006008142614334,101196,4560,0,2510,1812,1622,37,130,100,158,781,503,1520,1269,29291,16,8999,1095,12,1793,12762,7185
"Winnemucca, NV Micro Area",49080,1096,1628,19.7978021978022,70,35.49010989010989,12.764835164835164,31.947252747252747,11375,744,0,132,149,361,11,11,11,26,164,18,136,249,3293,0,431,184,0,123,1828,710
"Winona, MN Micro Area",49100,4650,6535,32.05793757610716,481,26.36351983592899,6.1494584374799715,35.42908415048388,31206,884,19,285,539,226,3,6,2,0,3,20,256,204,7343,11,2641,331,14,347,4150,2256
"Winston-Salem, NC Metro Area",49180,46214,89104,29.580955369181584,7266,28.43126446918752,10.787971812114685,31.19980834951621,471692,22003,183,9028,8850,6704,309,461,591,1159,2600,1751,4710,7040,112105,206,34349,7189,105,8812,66159,34794
"Wisconsin Rapids-Marshfield, WI Micro Area",49220,7547,7733,21.42358029121263,388,38.297671432078715,6.502237918075202,33.77651035863345,52951,2119,3,433,1003,789,7,6,7,8,51,28,298,294,18160,0,2412,513,3,811,6388,3950
"Woodward, OK Micro Area",49260,599,2011,21.61945093457944,56,38.157126168224295,12.032710280373832,28.190712616822427,13696,876,0,149,529,390,0,0,0,0,91,126,33,218,4350,0,668,112,0,226,2283,979
"Wooster, OH Micro Area",49300,5719,11591,24.715299017374896,831,37.99960955293811,13.690375479924514,23.59471594976248,76835,2971,28,873,1129,1186,0,0,3,22,55,54,5258,752,26226,0,5631,1149,10,937,7961,4449
"Worcester, MA Metro Area",49340,53387,135457,39.02564536718409,12826,26.520520111751317,8.689943211339804,25.76389130972479,602409,20623,260,8009,7287,10044,551,572,927,728,2634,2174,4357,5878,139139,63,75141,8790,75,11670,67224,34593
"Worthington, MN Micro Area",49380,1577,1825,17.706134924677972,64,29.98326177134124,22.203624190379156,30.10697911360163,13741,366,0,271,318,262,50,46,62,102,436,80,235,120,3754,28,444,1041,0,100,1489,1071
"Yakima, WA Metro Area",49420,13293,18944,18.865054105665184,977,29.25970719287078,23.683004455760663,28.192234245703375,157100,9766,420,2734,4430,4021,1392,1083,748,1192,6109,1070,2770,4101,36201,178,8016,6938,20,1700,19369,11628
"Yankton, SD Micro Area",49460,1966,2864,27.65202496023492,155,33.57396304906399,7.267833109017497,31.506178881683596,16346,1292,18,113,263,258,0,5,6,0,65,0,174,154,4196,0,1139,132,0,362,2182,1002
"York-Hanover, PA Metro Area",49620,30737,55071,27.210759770675093,2857,38.01088268981851,8.630413796742644,26.147943742763758,322163,15359,120,5099,5571,5010,20,44,230,330,765,879,2368,3953,107098,27,25399,3293,95,4336,32566,20936
"Youngstown-Warren, OH Metro Area",49660,25987,46847,23.506473198287715,1610,39.4633793548303,9.13480020067892,27.895347246203062,306958,12402,123,4870,6207,5041,79,340,69,170,474,485,3958,2989,108734,28,19574,3117,90,4124,40084,19556
"Yuba City, CA Metro Area",49700,12103,15159,19.172461634773192,916,25.756729776830277,18.555741671319563,36.515066917076965,118206,4571,18,2213,2422,4950,243,461,404,500,1439,409,1833,1573,25875,79,5288,5377,13,1300,20001,11059
"Yuma, AZ Metro Area",49740,11141,14330,16.671988356637385,365,26.729982401295025,23.362466491917218,33.23556275015037,134669,6511,197,2677,2665,3411,650,979,610,864,4576,785,2700,6792,29486,0,6400,4503,53,1357,22276,11341
"Zanesville, OH Micro Area",49780,5732,7460,20.324214792299898,195,41.936845660249915,9.66227625802094,28.07666328942925,59220,1931,9,1054,1788,976,0,0,78,0,94,87,472,473,22904,0,3736,691,0,645,6269,4626
