NAME_x,bike_percent,walk_percent,transit_percent,car_percent,taxi_motorcycle_other_percent,wfh_percent,metropolitan statistical area/micropolitan statistical area_x,CBSAFP,NAME_y,metropolitan statistical area/micropolitan statistical area_y,associates_degree,bachelors_degree,bachelors_plus_percent,doctorate_degree,edu_high_school_grad,edu_less_than_hs,edu_some_college,education_total,ged_or_alternative,grade_1,grade_10,grade_11,grade_12_no_diploma,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,high_school_diploma,kindergarten,labor_force_total,masters_degree,median_age,median_income,median_mortgage_burden,median_rent,median_rent_burden,mortgage_10_15,mortgage_10_15_pct,mortgage_15_20,mortgage_15_20_pct,mortgage_20_25,mortgage_20_25_pct,mortgage_25_30,mortgage_25_30_pct,mortgage_30_35,mortgage_30_35_pct,mortgage_35_40,mortgage_35_40_pct,mortgage_40_50,mortgage_40_50_pct,mortgage_less_10,mortgage_less_10_pct,mortgage_over_50,mortgage_over_50_pct,mortgage_total,no_schooling,nursery_school,population,professional_degree,rent_burden_less_10,rent_burden_less_10_pct,rent_burden_less_15,rent_burden_less_15_pct,rent_burden_less_20,rent_burden_less_20_pct,rent_burden_less_25,rent_burden_less_25_pct,rent_burden_less_30,rent_burden_less_30_pct,rent_burden_less_35,rent_burden_less_35_pct,rent_burden_less_40,rent_burden_less_40_pct,rent_burden_less_50,rent_burden_less_50_pct,rent_burden_over_50,rent_burden_over_50_pct,some_college_1_or_more_years,some_college_less_1_year,total_rent_burden,total_unemployed,unemployment_rate
"Petoskey, MI Micro Area",0.7,4.5,0.4,83.6,1.4,9.3,37950,37950,"Petoskey, MI Micro Area",37950,2354,5855,40.24294052689699,283,24.637166745543464,3.9872219592995743,31.132670768259977,25356,618,0,169,219,334,0,0,0,0,2,0,66,79,5629,0,28755,3197,46.4,73724,19.6,1033,26.0,1356,21.544327931363203,1263,20.066730219256435,973,15.459167461074038,562,8.929138862408644,388,6.164601207499206,173,2.7486495074674293,276,4.38512869399428,613,9.739434381951066,670,10.645058786145537,6294,139,3,34159,869,149,4.3952802359882,384,11.327433628318584,417,12.300884955752212,512,15.103244837758112,404,11.91740412979351,314,9.262536873156344,115,3.392330383480826,320,9.43952802359882,471,13.893805309734514,3361,2179,3390,617,2.1457137889062774
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0.6,3.2,6.5,71.4,1.4,16.8,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37980,324240,1048224,41.45212510319104,94114,27.03380067284012,7.918334778199612,23.595739445769222,4348730,133138,1650,46730,58353,74624,1672,4771,4355,6857,17246,7424,26293,32434,1042489,949,5055689,531709,39.1,89273,20.5,1413,30.5,197727,18.59297569232216,218456,20.542197564530536,163882,15.410409516197282,100579,9.457802435469462,66124,6.21787578165405,45126,4.243358879119845,54316,5.107527387277258,97683,9.185481216794397,114402,10.757628473364992,1063450,59756,1233,6241882,128594,30388,3.7636392910664966,64281,7.961382692807867,94436,11.696164278371583,98601,12.21201124583545,86155,10.670539131296367,68445,8.477105807458416,48688,6.030145774761274,66108,8.187661782737395,204416,25.317496686937247,465166,236709,807410,197394,3.904393644466659
"Phoenix-Mesa-Chandler, AZ Metro Area",0.5,1.4,1.2,76.6,1.8,18.5,38060,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",38060,309009,729148,34.56726141121921,47551,22.74756260540536,10.538562971774724,32.14661301160071,3370915,128887,1710,35155,46720,75687,3031,6555,3794,7426,35479,7917,28997,38155,637914,1180,3951305,318023,37.7,84703,20.1,1581,30.5,158762,19.343055910912923,166823,20.325182450625636,123188,15.008833168853638,78150,9.521546840162287,50426,6.14374307053133,34904,4.252592078170498,40341,4.915018823787419,80367,9.791659051865931,83084,10.12268966945673,820770,62345,1095,4941206,70511,19363,3.100739193932717,44983,7.203457685310923,70076,11.221783801788414,81243,13.010037408081171,73284,11.735504368546463,55430,8.876412411283917,43259,6.927380921878604,59084,9.46155422890671,142725,22.8556009633862,520608,254018,624464,118176,2.990809365513419
"Picayune, MS Micro Area",0.0,1.4,0.0,88.6,2.5,7.5,38100,38100,"Picayune, MS Micro Area",38100,4615,4573,15.958621043714864,240,36.00379906050261,12.185229868829737,35.85235002695279,38957,4048,6,719,756,595,0,49,0,203,308,415,462,663,9978,25,45473,1231,41.1,56535,20.1,887,28.9,1361,17.225667637007973,1730,21.8959625363878,1463,18.5166434628528,892,11.289710163270472,302,3.822300974560183,356,4.505758764713328,182,2.3035058853309707,785,9.93545120870776,750,9.492469307682573,7901,546,0,56781,173,148,4.016282225237449,289,7.842605156037992,268,7.272727272727272,580,15.739484396200815,370,10.040705563093622,212,5.753052917232022,191,5.183175033921303,220,5.970149253731343,862,23.3921302578019,5967,3385,3685,1434,3.153519671013569
"Pierre, SD Micro Area",0.4,2.7,0.8,90.8,0.4,4.9,38180,38180,"Pierre, SD Micro Area",38180,1788,3452,34.34887737478411,234,28.8566493955095,4.0,32.79447322970639,14475,927,0,78,151,84,0,0,0,0,0,2,106,81,3250,0,16271,825,39.8,78965,19.8,925,24.8,734,19.020471624773258,890,23.062969681264576,839,21.741383778180875,280,7.255765742420316,216,5.597305001295672,121,3.1355273386887794,161,4.172065301891681,341,8.836486136304742,277,7.178025395180098,3859,77,0,20744,461,168,8.080808080808081,217,10.437710437710438,336,16.161616161616163,230,11.063011063011064,175,8.417508417508419,236,11.351611351611352,123,5.916305916305916,172,8.273208273208272,230,11.063011063011064,1794,1165,2079,59,0.3626083215536845
"Pikeville, KY Micro Area",0.0,1.7,0.1,93.3,0.9,3.9,38210,38210,"Pikeville, KY Micro Area",38210,5278,5753,15.6607912852712,240,38.73666691882896,19.08616385505712,26.516377940842727,66095,4476,58,2030,2362,1121,0,69,120,135,426,895,2268,1940,21127,0,75555,3442,43.0,42014,19.7,792,31.7,2152,21.15403519119237,2217,21.79298142140961,1089,10.704806841639634,860,8.453750122874276,510,5.013270421704512,454,4.46279366951735,666,6.546741374225892,804,7.903273370687112,1370,13.467020544578787,10173,1176,15,92808,916,643,6.361297981796597,792,7.835377918480411,687,6.796596755045509,671,6.638306292045905,707,6.9944598337950135,526,5.203798971111991,417,4.125445191927186,793,7.845271072417886,2132,21.09220419469727,8754,3494,10108,2146,2.840315002316194
"Pine Bluff, AR Micro Area",0.0,1.0,0.7,91.4,0.4,6.5,38220,38220,"Pine Bluff, AR Micro Area",38220,2886,7046,20.172091729263546,381,41.48881205039545,11.104487103056316,27.234609117284688,50322,2736,0,846,1653,812,0,107,22,90,182,122,586,642,18142,0,59509,2354,39.9,48727,18.3,838,29.3,2185,26.347522006511515,1449,17.472567225370796,928,11.19016037622091,630,7.596768358856868,464,5.595080188110455,190,2.291088870131436,457,5.510671650789823,1006,12.130712649222236,969,11.684553237670324,8293,526,0,73271,370,572,6.000209797545368,829,8.69610825553341,987,10.353508863946292,953,9.99685303681947,905,9.493338927934545,926,9.713626350571698,632,6.629602433651527,713,7.479282492394838,1709,17.927200251757057,7311,3508,9533,2116,3.5557646742509537
"Pinehurst-Southern Pines, NC Metro Area",0.1,0.8,0.2,83.0,4.4,11.4,38240,38240,"Pinehurst-Southern Pines, NC Metro Area",38240,8811,18084,40.91314452491622,1277,19.97486758188304,7.265430764241704,31.84655712895903,74008,2234,17,914,872,774,0,60,121,41,364,306,486,614,12549,8,82911,8972,42.8,82837,20.0,1181,29.0,3954,20.44256023162031,3799,19.641195326233067,2950,15.251783683176509,2040,10.54699617412884,1089,5.630234722365836,834,4.311860200599731,718,3.712129045600248,1869,9.66290973012098,1960,10.133388481025747,19342,785,15,102840,1946,377,3.720517122273759,858,8.46738379551959,1345,13.273462942859965,1126,11.112207638409158,1011,9.977301884930426,991,9.77992697128195,770,7.598934175466299,642,6.335734728116056,1909,18.83943550774697,10438,4320,10133,2023,2.4399657464027693
"Pittsburg, KS Micro Area",0.6,2.6,0.0,90.6,1.0,5.2,38260,38260,"Pittsburg, KS Micro Area",38260,2135,4750,31.97421227905388,365,28.78490308257194,5.776620271539578,33.4642643668346,23422,897,5,237,139,354,0,0,0,0,129,3,144,64,5845,0,31335,2125,33.8,50311,20.5,837,30.6,827,16.71044655485957,1098,22.186300262679328,999,20.185896140634476,546,11.032531824611032,276,5.576884219034149,179,3.616892301475046,293,5.920387957163063,446,9.011921600323298,283,5.71832693473429,4949,278,0,38963,249,477,7.527221082531166,353,5.570459207827048,652,10.28878017989585,794,12.529588133186053,581,9.16837620325075,650,10.257219504497396,285,4.497396244279628,529,8.347798642890957,1546,24.39640208300457,3749,1954,6337,704,2.2466890059039413
"Pittsburgh, PA Metro Area",0.2,2.9,3.6,76.7,1.2,15.4,38300,38300,"Pittsburgh, PA Metro Area",38300,188402,403577,37.40367293554415,33665,31.359885764794825,5.135256098190228,26.101185201470788,1782988,60527,198,16899,19504,17795,146,376,365,865,1800,1713,7951,9483,498616,238,2036104,188891,42.8,73942,18.1,1011,27.3,97167,23.36132675852485,92981,22.35490982879372,57370,13.793153191274516,32880,7.905157345809761,22461,5.40017454818227,13431,3.2291413720064144,15957,3.8364536425512887,51749,12.441727113391403,30682,7.376704309128197,415931,13937,291,2443921,40770,17809,5.687032773326606,31905,10.188375576000077,39577,12.638311868715094,38510,12.297581677848706,33547,10.71272325491536,25141,8.028395247021406,15971,5.100095481093785,22478,7.178006776283646,61794,19.73297227216263,177824,99155,313151,63618,3.124496587600633
"Pittsfield, MA Metro Area",0.2,5.2,1.4,79.8,0.7,12.7,38340,38340,"Pittsfield, MA Metro Area",38340,7990,19480,38.260079571442,2202,29.29315079936928,6.304104925701994,26.142664703486734,95763,3955,0,1279,1237,1288,13,0,29,112,48,131,458,484,24097,5,109698,12416,47.8,72565,22.0,1042,32.4,3703,15.801152122893107,4407,18.80520588862812,3770,16.087049285257095,2364,10.087475997439729,1691,7.215703008320888,1055,4.50181352677619,1443,6.157456795391508,2033,8.675058672925113,2826,12.058886281203328,23435,952,1,128047,2541,796,4.689248895434463,1334,7.85861561119293,1504,8.860088365243005,1857,10.93961708394698,1686,9.932253313696611,1602,9.43740795287187,1484,8.742268041237114,1511,8.901325478645067,4102,24.164948453608247,11016,6029,16975,3780,3.4458239894984413
"Plainview, TX Micro Area",0.0,1.0,0.1,95.3,1.0,2.5,38380,38380,"Plainview, TX Micro Area",38380,1685,2400,15.796400067923248,155,32.768721344880284,24.961793173713705,26.473085413482767,23556,1725,17,657,504,530,147,344,131,261,670,326,442,1060,5994,0,28587,1062,34.7,53276,20.1,789,26.6,714,25.618945102260493,425,15.249372084678866,427,15.32113383566559,204,7.319698600645856,286,10.261930391101542,102,3.659849300322928,173,6.207391460351633,232,8.324363114459993,197,7.068532472192321,2787,791,0,37541,104,346,7.0814572247237,527,10.785918952108064,561,11.481784690953749,529,10.826852230863691,602,12.320916905444127,324,6.63119115841179,211,4.318460908718788,261,5.341792877609496,946,19.3614408514122,3187,1364,4886,688,2.4066883548466085
"Platteville, WI Micro Area",0.4,6.8,0.3,81.5,1.8,9.3,38420,38420,"Platteville, WI Micro Area",38420,4630,4949,24.56242707117853,423,34.52066572498925,7.114782288276116,33.80212491555611,32566,1013,0,336,311,316,0,1,15,2,26,60,806,193,10229,4,41974,2238,36.9,64349,18.8,812,27.1,1729,23.546234509056244,1566,21.326433337872803,1232,16.777883698760725,609,8.293612964728313,316,4.303418221435381,258,3.5135503200326843,316,4.303418221435381,740,10.077624948930955,535,7.285850469835217,7343,245,2,51678,389,347,5.636777128005198,677,10.99740090968161,717,11.647173489278751,796,12.930474333983105,614,9.974009096816111,467,7.58609486679662,343,5.571799870045484,533,8.658219623131904,1102,17.901234567901234,4227,2151,6156,736,1.7534664316005149
"Plattsburgh, NY Micro Area",0.3,4.7,0.2,87.0,0.7,7.2,38460,38460,"Plattsburgh, NY Micro Area",38460,6520,8387,26.82087241599126,644,32.4542391403333,11.809489117566706,28.91539932610873,54905,3385,0,1440,1287,1096,21,18,18,41,81,268,686,835,14434,0,66347,4811,41.5,69208,18.8,956,28.5,2771,23.15727895704496,2681,22.40514791910413,1833,15.318402139394951,778,6.501754972421862,1002,8.373725555741267,379,3.167307370884172,467,3.902724385759652,1133,9.468494066521812,865,7.228814975764666,11966,690,3,78961,884,614,5.923781958514231,960,9.261939218523878,989,9.54172696575012,1504,14.510371442354074,1020,9.84081041968162,742,7.158707187650748,434,4.187168355041004,691,6.666666666666667,2616,25.238784370477568,5494,3862,10365,1507,2.271391321386046
"Plymouth, IN Micro Area",1.9,3.0,0.1,87.9,1.9,5.2,38500,38500,"Plymouth, IN Micro Area",38500,2733,4098,20.449488923999613,130,38.1066004578725,13.881275594105697,27.562635024022185,31013,1528,16,632,819,629,86,16,66,0,114,116,825,507,10290,0,36227,1814,39.6,68041,18.1,936,26.8,1977,24.72486243121561,1878,23.486743371685844,1094,13.681840920460232,562,7.028514257128564,357,4.464732366183092,275,3.4392196098049026,411,5.1400700350175095,830,10.380190095047524,536,6.70335167583792,7996,479,0,46225,300,180,4.41717791411043,299,7.337423312883436,501,12.294478527607362,588,14.429447852760736,693,17.006134969325153,271,6.6503067484662575,278,6.822085889570552,165,4.049079754601228,662,16.245398773006134,3141,2674,4075,640,1.7666381428216522
"Pocatello, ID Metro Area",0.6,2.5,1.2,84.2,1.1,10.5,38540,38540,"Pocatello, ID Metro Area",38540,5806,11078,30.20585278086469,1389,25.683089026476868,6.249669259670847,37.8613889329876,56691,2548,0,394,889,1111,0,52,0,11,147,59,203,362,12012,0,68618,3821,35.0,64080,19.1,879,28.5,2776,20.69788249328959,3138,23.396957948106174,2154,16.06024455711303,1226,9.141067700566657,630,4.697286012526096,521,3.884580972263645,445,3.317924246943036,1357,10.117804950790337,1124,8.38055472711005,13412,315,0,88457,836,402,3.843947217441193,951,9.093516924842229,1203,11.503155479059094,1559,14.90724803977816,1170,11.187607573149744,644,6.157965194109773,676,6.463951042264296,964,9.217823675655,2299,21.9831707783515,10864,4794,10458,1965,2.863680083942989
"Ponca City, OK Micro Area",0.1,1.6,0.0,92.9,2.0,3.4,38620,38620,"Ponca City, OK Micro Area",38620,3517,3746,18.523374159047783,143,35.37691909608418,9.470415732275317,36.62929101259272,28985,1995,0,548,708,659,2,34,8,14,87,54,130,265,8259,32,34087,1316,38.3,56673,19.3,830,24.9,895,18.530020703933747,910,18.84057971014493,720,14.906832298136646,560,11.594202898550725,299,6.190476190476191,101,2.091097308488613,255,5.279503105590062,736,15.23809523809524,346,7.163561076604555,4830,199,5,43731,164,345,6.395995550611791,637,11.809417871709304,477,8.843159065628477,982,18.205413422321097,383,7.100482017055988,376,6.970708194289951,420,7.786429365962181,442,8.194289951798295,768,14.238042269187986,4341,2759,5394,1202,3.526271012409423
"Ponce, PR Metro Area",0.2,1.8,0.3,92.7,1.3,3.7,38660,38660,"Ponce, PR Metro Area",38660,22546,41026,28.296741854636597,2706,29.460150375939847,20.917293233082702,21.32581453634085,199500,3319,866,2876,4330,1710,1163,2090,2399,2239,5941,2868,3930,6927,55454,20,231479,10851,43.8,20646,25.1,503,31.8,3297,15.682077625570775,3407,16.205289193302892,2317,11.020738203957382,2490,11.843607305936072,1830,8.704337899543379,1224,5.821917808219178,1398,6.649543378995435,1301,6.188165905631659,3503,16.6619101978691,21024,4265,106,273739,1869,438,1.492791656726083,1032,3.5172625336559764,1532,5.221362598411779,1911,6.513070447496677,2131,7.262874475989229,1747,5.954125626256774,1046,3.564977335469139,1185,4.038717153471252,4304,14.668893357417948,16750,3249,29341,13632,5.889087131014045
"Pontiac, IL Micro Area",1.0,3.0,0.2,87.9,1.1,6.8,38700,38700,"Pontiac, IL Micro Area",38700,2258,3168,18.47113512654456,214,40.36711828042433,9.714331121617862,31.447415471413247,25169,1701,0,615,489,324,0,45,24,3,19,96,284,304,8459,0,28922,1039,41.9,70796,18.5,855,23.4,1414,24.404556437694165,1211,20.900931998619264,853,14.72212633759061,510,8.802209181912323,306,5.281325509147393,177,3.054884363134277,214,3.6934760096651713,633,10.925094925785295,461,7.956506731101139,5794,242,0,35659,228,240,6.294256490952006,551,14.450563860477311,443,11.61814843954891,681,17.859952793076317,340,8.91686336218201,289,7.579333857854707,162,4.248623131392605,191,5.0091791240493055,495,12.981904012588512,3661,1996,3813,623,2.1540695664200262
"Poplar Bluff, MO Micro Area",0.1,1.6,0.5,91.7,1.2,4.9,38740,38740,"Poplar Bluff, MO Micro Area",38740,2580,2894,15.228111314183248,247,39.78068209248595,15.517776475050866,29.473430118279943,28999,1615,5,1255,971,598,0,0,0,19,47,66,791,413,9921,0,33537,1027,40.5,49213,21.8,768,28.4,971,17.83614988978692,929,17.064658339456283,841,15.44819985304923,543,9.97428361498898,389,7.1454812637766345,238,4.371785451873622,355,6.520940484937546,520,9.551800146950772,658,12.086700955180014,5444,335,0,42166,248,281,4.867486575437381,361,6.253247878053006,910,15.763034817252729,550,9.527108955482417,759,13.147410358565736,398,6.894162480512732,501,8.678330157630349,561,9.717651134592066,908,15.728390784687338,3842,2125,5773,907,2.7044756537555537
"Port Angeles, WA Micro Area",0.5,3.4,1.1,81.1,1.4,12.5,38820,38820,"Port Angeles, WA Micro Area",38820,7334,11064,30.69086225686074,861,25.078432020078598,7.009345794392523,37.22135992866814,60562,3110,11,720,838,1124,12,55,1,38,28,78,205,373,12078,0,66470,5268,51.8,67999,24.0,1110,30.5,1760,14.127468293466046,1982,15.909455771391876,2124,17.049285599614706,1362,10.932733986193613,884,7.095842029218173,1026,8.235671857441002,702,5.634933376143843,715,5.739283994220582,1778,14.27195376464922,12458,762,0,77593,1394,309,3.2998718496369075,824,8.799658265698419,1108,11.832550192225543,996,10.636480136693722,980,10.46561298590346,761,8.126868859461768,528,5.638615976078599,1222,13.049978641606153,1847,19.724476719350704,9600,5608,9364,1876,2.822325861290808
"Portland-South Portland, ME Metro Area",0.4,3.8,0.8,76.7,1.0,17.2,38860,38860,"Portland-South Portland, ME Metro Area",38860,40867,112181,44.5727393363096,8117,24.463099171655987,4.162507221119751,26.80165427091466,413717,14864,2,2520,2799,4081,132,96,57,85,393,213,1936,2100,86344,86,469008,50557,43.7,88602,21.3,1384,28.9,19118,17.223888933935154,23038,20.755515914844548,18146,16.34818959070966,11026,9.933601809057905,7713,6.948836455039325,4937,4.447867960395326,6378,5.746101245979621,8587,7.7362451237420835,11686,10.528212474211012,110997,2712,9,557764,13550,2163,3.398271798900236,5067,7.960722702278083,8192,12.870384917517674,7338,11.528672427336998,8517,13.380989787902593,6421,10.087981146897093,4336,6.812254516889238,4481,7.040062843676355,12321,19.35742340926944,48536,21480,63650,10564,2.2524136048852044
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1.4,3.1,3.7,70.3,1.2,20.4,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",38900,157743,466803,42.0509819330998,38516,19.79249400138783,7.224084741369941,30.93243932414243,1794165,66312,765,14995,17784,29136,1578,1830,1410,2573,9910,2529,8085,12117,288798,395,2053137,199047,39.1,94573,22.0,1654,30.8,71687,16.404573060499686,87901,20.1149214863362,68795,15.742779077058266,51751,11.842496693318443,34529,7.901481484871646,19785,4.527522117008472,24694,5.650878501764326,30821,7.052957248840945,45545,10.422339894826932,436994,25948,557,2510529,50098,10953,2.882171219863904,27150,7.144248025135122,43954,11.56605074389647,49587,13.04831774668049,45168,11.88550257087673,34643,9.115955224116243,25798,6.788482893275723,36328,9.55934593948835,90907,23.92125801918816,268531,128705,380026,68018,3.312881702487462
"Port Lavaca, TX Micro Area",0.0,2.2,0.0,93.7,0.1,4.0,38920,38920,"Port Lavaca, TX Micro Area",38920,1618,1490,16.896353718059146,175,31.531725523973584,17.527993109388458,34.04392764857881,13932,770,0,334,157,395,155,22,57,89,81,80,454,277,3623,0,15961,642,39.9,71870,17.3,1121,24.5,604,21.556031406138477,746,26.62384011420414,429,15.310492505353318,119,4.246966452533904,255,9.100642398286936,23,0.820842255531763,95,3.390435403283369,453,16.167023554603855,78,2.7837259100642395,2802,341,0,19921,47,105,5.29500756429652,79,3.983862834089763,309,15.582450832072617,475,23.953605648008068,12,0.6051437216338881,254,12.808875441250631,199,10.035300050428644,212,10.690872415532022,191,9.631870902672718,1822,1303,1983,458,2.8694943925819185
"Port St. Lucie, FL Metro Area",0.5,1.2,0.2,85.3,1.5,11.4,38940,38940,"Port St. Lucie, FL Metro Area",38940,39839,70878,29.08188480679118,4457,28.464768892072108,10.024499633959085,32.42884666717762,378373,18126,43,6489,5563,7993,331,484,482,321,2023,1118,4175,2631,89577,37,423514,27552,47.7,72506,24.4,1491,34.7,11075,13.315939450048694,14785,17.776628873044693,11000,13.22576378785875,10263,12.339637614072211,6490,7.803200634836662,4527,5.443002969785141,5813,6.989214990802083,5603,6.736723136670234,12931,15.547486503709226,83171,6162,78,506701,7151,771,1.796909595170951,1945,4.533059873680285,4038,9.411051809728017,4714,10.986552310811756,4196,9.779290092525695,4175,9.730347029622209,2705,6.30433262637798,4002,9.32714941617918,12683,29.5592793716643,53914,28949,42907,12599,2.9748721411806933
"Portsmouth, OH Micro Area",0.1,1.5,0.1,92.1,0.7,5.5,39020,39020,"Portsmouth, OH Micro Area",39020,4026,5843,17.951033710953606,294,43.459054051400855,11.310937898808238,27.278974338837298,50933,3024,0,1248,1423,708,0,0,16,7,76,307,660,639,19111,0,59105,2679,40.6,49571,17.9,749,31.8,2131,25.132680740653377,1802,21.252506191767896,1134,13.374218657860595,753,8.880764241066164,407,4.800094350748909,335,3.950937610567284,252,2.9720485906356884,1053,12.418917325156269,609,7.182450760702913,8479,651,26,73118,327,372,4.192494083173673,801,9.027386453285247,610,6.874788684774033,854,9.624704158683649,739,8.328637439422968,820,9.24151921559788,533,6.006987490138623,692,7.798940606333822,1911,21.53724783049701,5880,3988,8873,1935,3.2738347009559257
"Port Townsend, WA Micro Area",0.9,4.4,1.5,70.7,0.9,21.5,39040,39040,"Port Townsend, WA Micro Area",39040,2387,6653,43.259899412056384,894,19.77757313876886,3.9137210455479208,33.048806403626834,28234,974,0,190,234,312,0,0,0,0,2,26,87,167,4610,0,29896,3684,59.5,71143,26.0,1291,28.6,605,9.84380084607875,1025,16.67751383013342,857,13.944028636511552,679,11.047835990888382,581,9.453302961275629,277,4.506996420436056,476,7.744874715261959,399,6.492027334851937,1147,18.6625447445493,6146,87,0,33313,983,83,2.529716549832368,260,7.924413288631514,594,18.104236513258154,171,5.21182566290765,401,12.221883572081682,347,10.576043889058214,228,6.949100883876867,250,7.619628162145688,457,13.928680280402316,4753,2191,3281,983,3.288065293015788
"Pottsville, PA Micro Area",0.1,3.0,0.3,89.4,1.0,6.2,39060,39060,"Pottsville, PA Micro Area",39060,11559,13058,19.120554307978736,504,45.05575708719603,10.0046064374964,25.819082167328844,104202,6435,39,2249,2266,1891,7,19,39,88,140,150,1139,1403,40514,11,118332,5451,43.9,66901,18.1,842,25.9,5069,23.890093316995003,4752,22.396078801018003,2752,12.97011970968046,1720,8.106324818550288,1278,6.023187859364691,860,4.053162409275144,849,4.001319634272788,2549,12.0133848619097,1333,6.2824017343764735,21218,978,6,143259,911,790,5.790090882439167,1654,12.122544708296688,1453,10.649369686309,1749,12.81882145998241,1203,8.817062445030782,1003,7.351216652008209,635,4.654060392846673,923,6.764878334799179,2299,16.84989739079449,9033,6312,13644,3565,3.012710002366224
"Prescott Valley-Prescott, AZ Metro Area",0.4,3.0,0.2,82.3,1.6,12.5,39150,39150,"Prescott Valley-Prescott, AZ Metro Area",39150,18378,32658,29.602252541267426,2717,24.783786793363277,7.503168298981372,38.110792366387926,188587,8830,8,2147,2760,3149,104,202,52,262,665,282,986,1870,37909,21,209074,16676,55.0,66106,23.2,1258,28.4,6565,15.091607089492197,7910,18.183490034711845,5692,13.084756672260408,4511,10.369876554561964,3071,7.059607825107468,1990,4.57460748028781,2752,6.326291349624147,3598,8.271074228178662,7333,16.85708374520126,43501,1642,0,241656,3775,1342,4.652291478887888,2677,9.280316161686196,2413,8.365111280593498,4031,13.974207862441936,3742,12.97233585245788,1933,6.701102405879499,1411,4.8914927546280245,2470,8.562712334465784,5979,20.727310545656245,34978,18516,28846,4252,2.0337296842266377
"Price, UT Micro Area",0.2,1.4,0.5,91.0,1.3,5.5,39220,39220,"Price, UT Micro Area",39220,1881,1689,18.413386120863525,68,29.55852692911033,8.194517068798088,43.83356988122806,13387,704,0,104,322,270,0,22,0,0,107,44,87,80,3253,0,15784,612,38.8,53673,21.1,828,31.0,624,21.195652173913043,447,15.183423913043478,323,10.971467391304348,243,8.254076086956522,250,8.491847826086957,120,4.076086956521739,180,6.114130434782608,330,11.209239130434783,427,14.504076086956522,2944,61,0,20446,96,182,7.114933541829554,196,7.66223612197029,264,10.320562939796716,257,10.046911649726349,208,8.131352619233777,237,9.26505082095387,173,6.76309616888194,236,9.225957779515246,555,21.69663799843628,2661,1326,2558,493,3.1234161175874307
"Providence-Warwick, RI-MA Metro Area",0.3,2.6,1.8,83.0,1.4,10.9,39300,39300,"Providence-Warwick, RI-MA Metro Area",39300,100176,252585,35.00136627230313,20045,27.759111012154765,11.634399025729774,25.60512368981233,1185708,51197,728,18176,16563,20945,1664,2803,7112,2814,7465,3467,14758,16552,277945,301,1385850,117651,40.6,85646,22.1,1236,29.4,44529,15.89163609370316,57427,20.494710996274144,46072,16.442306319681375,30466,10.872792679619137,21171,7.555566658577323,12630,4.50743030078086,15751,5.621261652224808,18385,6.56129105937103,33015,11.782487045152818,280204,24173,429,1673807,24733,11665,4.699516954922507,20302,8.179133580697535,30126,12.13696080445739,30986,12.483431835853306,27358,11.021807531313328,23480,9.45946490369314,14139,5.696225480124246,19474,7.845554494655886,56861,22.90777827465484,133011,70415,248217,50909,3.6734855864631815
"Provo-Orem-Lehi, UT Metro Area",0.5,2.9,1.9,76.8,0.9,17.1,39340,39340,"Provo-Orem-Lehi, UT Metro Area",39340,35774,107202,43.37256952056527,5727,17.094161228126385,4.676020393823392,34.857248857484954,355794,9336,28,1475,2460,4933,71,251,139,636,1297,356,499,1057,51484,28,496956,35229,25.6,96745,20.6,1434,28.5,18387,18.42790996011145,21671,21.719216660987392,16062,16.097736976086914,10990,11.014452083625647,7533,7.549760468239492,4213,4.222373669546393,4624,4.634288119625569,7948,7.965683818076129,8151,8.169135480767304,99778,3337,70,695895,6159,2273,3.605189696738993,6237,9.892462885420631,8252,13.088440553229288,7911,12.547582794061668,7589,12.03686080446644,5811,9.216787209744956,3673,5.825720086283467,5966,9.462631645730236,12387,19.64693566806243,62412,25834,63048,12520,2.519337728088604
"Pueblo, CO Metro Area",0.3,1.3,0.6,89.5,0.8,7.6,39380,39380,"Pueblo, CO Metro Area",39380,14143,19072,25.01743879408612,802,30.03300610783129,9.542848393078923,35.40670670500366,117554,6661,103,1681,2275,2034,27,206,48,176,552,300,960,1472,28644,0,135926,8054,40.4,62250,22.2,1059,31.6,4504,15.265209286561598,5852,19.833926453143537,4380,14.844941535332994,3153,10.686324351804778,2114,7.164887307236062,1303,4.416200643958651,1773,6.009150991357397,2367,8.02236908998475,3846,13.035078800203356,29505,1384,0,168726,1481,1133,5.272955740680412,1457,6.780844231395728,2482,11.551170475171034,2114,9.83850700423512,2204,10.257364918322706,1730,8.051379904128078,1502,6.990273188439522,1555,7.236933960068879,5744,26.732442872434497,17798,9681,21487,4068,2.992804908553184
