NAME,metropolitan statistical area/micropolitan statistical area,median_rent_burden,rent_burden_less_10,rent_burden_less_10_pct,rent_burden_less_15,rent_burden_less_15_pct,rent_burden_less_20,rent_burden_less_20_pct,rent_burden_less_25,rent_burden_less_25_pct,rent_burden_less_30,rent_burden_less_30_pct,rent_burden_less_35,rent_burden_less_35_pct,rent_burden_less_40,rent_burden_less_40_pct,rent_burden_less_50,rent_burden_less_50_pct,rent_burden_over_50,rent_burden_over_50_pct,total_rent_burden
"Lubbock, TX Metro Area",31180,31.2,1512,2.5419881979119383,4817,8.098384358030296,7511,12.627561742405138,6740,11.331349506565122,5635,9.47361342277366,5087,8.552310821943141,3084,5.184848943360064,4662,7.83779694356181,15818,26.59336594879037,59481
"Ludington, MI Micro Area",31220,28.1,55,2.016868353502017,342,12.541254125412541,257,9.424275760909424,354,12.981298129812982,331,12.137880454712139,285,10.45104510451045,145,5.317198386505318,267,9.79097909790979,396,14.521452145214523,2727
"Lufkin, TX Micro Area",31260,30.7,381,3.3165041782729805,930,8.095403899721449,1616,14.066852367688023,987,8.591573816155988,1089,9.479456824512535,1271,11.063718662952645,630,5.483983286908078,1048,9.122562674094707,2426,21.117688022284124,11488
"Lumberton, NC Micro Area",31300,29.9,656,4.464103436543041,1271,8.649200408302143,1524,10.370874447090847,1021,6.947941476692752,1338,9.105137801973461,1199,8.15923783599864,737,5.015311330384485,1000,6.805035726437564,2820,19.190200748553927,14695
"Lynchburg, VA Metro Area",31340,27.7,1901,6.468186457978904,3137,10.673698536917318,3883,13.21197686287853,2748,9.350119088125213,3148,10.711126233412726,2047,6.964954066008847,1479,5.032323919700579,1937,6.59067710105478,6430,21.878189860496768,29390
"Macomb, IL Micro Area",31380,30.5,249,5.587971274685817,462,10.368043087971275,435,9.762118491921006,570,12.791741472172353,304,6.822262118491921,240,5.385996409335727,135,3.0296229802513466,265,5.947037701974865,1424,31.956912028725316,4456
"Macon-Bibb County, GA Metro Area",31420,33.6,1061,3.191361366780966,2403,7.227937195452085,3188,9.589123503579378,3489,10.494495578415448,2963,8.912350357937797,2618,7.874631534620706,2360,7.098598327618361,2319,6.975275221079228,9607,28.89670937857186,33246
"Madison, IN Micro Area",31500,27.3,285,7.339685809940767,256,6.592840587174866,462,11.89801699716714,442,11.382951326294103,674,17.357713108421326,444,11.434457893381406,177,4.558331187226371,264,6.79886685552408,499,12.850888488282255,3883
"Madison, WI Metro Area",31540,28.0,3377,2.9164867432420762,11371,9.820364452888851,15507,13.392348216599014,16546,14.289662319716728,13969,12.06408152690215,9369,8.091372311944037,6656,5.748337507556784,8837,7.631919854909751,24653,21.291130494861388,115790
"Madisonville, KY Micro Area",31580,25.0,330,6.430241621200312,583,11.360093530787218,365,7.112236944660951,888,17.30319563522993,348,6.780982073265783,393,7.657833203429462,238,4.637568199532346,265,5.163678877630554,922,17.965705378020267,5132
"Magnolia, AR Micro Area",31620,26.1,46,1.7829457364341086,393,15.232558139534882,184,7.131782945736434,277,10.736434108527131,334,12.945736434108527,210,8.13953488372093,25,0.9689922480620154,92,3.565891472868217,385,14.922480620155037,2580
"Malvern, AR Micro Area",31680,24.9,107,3.907962016070124,210,7.669831994156319,285,10.409057706355004,387,14.134404674945216,243,8.87509130752374,106,3.871439006574142,87,3.177501826150475,67,2.4470416362308254,471,17.20233747260774,2738
"Manchester-Nashua, NH Metro Area",31700,29.6,1781,3.270470279302936,4163,7.644563600639036,6654,12.218814844739887,6773,12.43733587968489,7581,13.921075343849276,5831,10.707530712305122,3717,6.825568797399784,4793,8.80143966799493,11383,20.902730594781204,54457
"Manhattan, KS Metro Area",31740,29.2,806,3.297467577629587,2073,8.480955692836394,2974,12.167082600335474,3661,14.977703227918013,2400,9.818762017755594,1845,7.548173301149613,1232,5.040297835781205,2441,9.986499202225586,5614,22.967720819866628,24443
"Manitowoc, WI Micro Area",31820,22.9,686,8.262073949174997,1178,14.187643020594965,1449,17.451523545706372,864,10.405877393713116,888,10.69492954353848,528,6.359147296158015,319,3.8419848247621338,496,5.973744429724196,1207,14.536914368300613,8303
"Mankato, MN Metro Area",31860,28.2,649,4.636045431816559,1136,8.114865347524823,1846,13.186656189727838,1909,13.636688334881065,1597,11.407957711265091,926,6.614758197014073,829,5.921851560825774,1175,8.39345667547682,3083,22.0230016429745,13999
"Mansfield, OH Metro Area",31900,27.9,927,5.871548011147707,1835,11.622751456802636,1917,12.142133265771472,1615,10.229288066886243,1848,11.705092475297695,1536,9.728908031416266,855,5.41550544717507,1081,6.846972384089181,3088,19.55915885482645,15788
"Marietta, OH Micro Area",31930,30.0,273,4.355456285896618,684,10.912571793235482,588,9.380982769623484,658,10.497766432673899,581,9.269304403318444,561,8.95022335673261,444,7.083599234205488,586,9.3490746649649,1193,19.033184428844926,6268
"Marinette, WI-MI Micro Area",31940,23.5,446,7.943009795191451,830,14.781834372217276,736,13.107747105966162,618,11.006233303650935,446,7.943009795191451,424,7.55120213713268,234,4.167408726625111,281,5.004452359750668,871,15.512021371326803,5615
"Marion, IN Micro Area",31980,26.3,410,5.427588032830288,860,11.384696849351338,1015,13.43658988615303,901,11.927455652634364,713,9.438707969287794,474,6.274821286735505,394,5.215779719353985,465,6.155679110405083,1518,20.095313741064334,7554
"Marion, NC Micro Area",32000,23.8,382,7.97827903091061,511,10.67251461988304,496,10.35923141186299,862,18.00334168755221,444,9.273182957393484,208,4.344193817878028,127,2.6524644945697577,417,8.709273182957393,642,13.408521303258144,4788
"Marion, OH Micro Area",32020,29.4,308,3.9016974917658978,686,8.690144413478592,989,12.52850266024829,692,8.766151507474031,984,12.46516341525209,611,7.740055738535596,402,5.092475297694452,738,9.348872561439068,1664,21.07930073473524,7894
"Marion-Herrin, IL Micro Area",32060,28.2,478,5.754183218971951,774,9.317443120260021,1162,13.988202720597087,1069,12.868664981341038,523,6.295895028289395,895,10.77404598531359,823,9.90730709040568,437,5.260623570482725,1470,17.69591910436981,8307
"Marquette, MI Micro Area",32100,31.4,175,2.1809571286141574,728,9.072781655034895,885,11.029411764705882,864,10.767696909272182,966,12.038883349950149,799,9.957627118644067,507,6.318544366899302,739,9.2098703888335,2025,25.23678963110668,8024
"Marshall, MN Micro Area",32140,26.8,210,7.128309572301425,359,12.18601493550577,478,16.225390359809914,204,6.924643584521386,223,7.569585879158181,306,10.386965376782078,193,6.5512559402579775,125,4.243041412084183,568,19.280380176510523,2946
"Marshall, MO Micro Area",32180,30.8,183,7.827202737382379,225,9.62360992301112,286,12.23267750213858,114,4.875962360992301,211,9.02480752780154,339,14.499572284003422,236,10.094097519247219,200,8.554319931565441,352,15.055603079555175,2338
"Marshalltown, IA Micro Area",32260,23.4,377,9.093101784852871,873,21.05643994211288,407,9.816690786300049,361,8.707187650747708,553,13.338157260009648,250,6.02990834539315,162,3.907380607814761,304,7.332368547998071,525,12.662807525325615,4146
"Martin, TN Micro Area",32280,26.4,80,1.794526693584567,677,15.186182144459398,350,7.851054284432481,696,15.612382234185734,433,9.71287572902647,246,5.518169582772544,426,9.55585464333782,247,5.540601166442351,696,15.612382234185734,4458
"Martinsville, VA Micro Area",32300,26.9,483,6.583072100313479,668,9.104538639771024,1132,15.428649311707781,725,9.881422924901186,454,6.187815183317432,564,7.687065558130025,269,3.6663486438598882,508,6.923810821861796,1549,21.112171187133704,7337
"Maryville, MO Micro Area",32340,27.6,136,4.296998420221168,314,9.921011058451818,354,11.18483412322275,498,15.734597156398102,320,10.110584518167457,306,9.66824644549763,159,5.023696682464455,175,5.529225908372828,669,21.137440758293838,3165
"Mason City, IA Micro Area",32380,23.1,445,7.287913527677695,839,13.740583033082215,948,15.525712414018997,887,14.526695054045202,738,12.086472322305928,310,5.0769734687192924,205,3.357353422862758,370,6.059613494923027,831,13.609564362921716,6106
"Massena-Ogdensburg, NY Micro Area",32390,30.9,554,4.658594012781702,1062,8.930373360242179,1081,9.090144635048771,956,8.039017827110664,1511,12.70602085435587,1002,8.425832492431887,449,3.7756474941136897,897,7.542885973763874,3172,26.673393878237473,11892
"Mayagüez, PR Metro Area",32420,33.0,493,1.7355488277124551,1258,4.428641836231782,1521,5.354502569879603,1545,5.438991762303739,2110,7.428008167288601,1256,4.421601070196438,934,3.2880377385059494,1507,5.30521720763219,4738,16.679574737731464,28406
"Mayfield, KY Micro Area",32460,29.3,100,2.9922202274087373,357,10.682226211849192,323,9.664871334530222,234,7.001795332136446,425,12.716935966487133,233,6.971873129862358,219,6.552962298025135,172,5.146618791143029,704,21.06523040095751,3342
"McAlester, OK Micro Area",32540,30.7,178,3.5310454274945444,339,6.724856179329499,476,9.442570918468558,519,10.2955762745487,511,10.13687760365007,417,8.272168220591153,255,5.05852013489387,452,8.966474905772664,1017,20.174568537988495,5041
"McAllen-Edinburg-Mission, TX Metro Area",32580,29.7,3901,4.554423079168272,7985,9.322498920061177,10014,11.691359321915169,8987,10.492335353110807,7764,9.064481103989353,6216,7.257188890056391,4743,5.537459283387622,5674,6.624403114893816,21196,24.746360314291387,85653
"McComb, MS Micro Area",32620,28.3,219,3.5546177568576534,322,5.22642428177244,720,11.686414543093655,547,8.878428826489207,663,10.761240058432072,437,7.093004382405453,121,1.9639668884921277,332,5.388735594870962,1133,18.38987177406265,6161
"McMinnville, TN Micro Area",32660,28.4,260,5.533092147265376,419,8.916790806554587,559,11.896148116620557,479,10.193658225154287,263,5.596935518195361,435,9.257288784847841,265,5.639497765482018,600,12.76867418599702,514,10.938497552670782,4699
"McPherson, KS Micro Area",32700,25.1,215,7.312925170068027,424,14.421768707482993,337,11.462585034013607,349,11.870748299319727,298,10.136054421768707,159,5.408163265306123,190,6.462585034013606,192,6.530612244897959,503,17.108843537414966,2940
"Meadville, PA Micro Area",32740,26.7,571,6.45124844650322,1082,12.224607388995594,1037,11.71619026098746,828,9.354875155349678,896,10.123149926561972,658,7.434188227318947,415,4.68873573607502,695,7.852220088125636,1478,16.698678115467178,8851
"Medford, OR Metro Area",32780,32.1,694,2.1853449633151745,2027,6.382844727146771,4150,13.067985011178637,3365,10.596089051232799,3065,9.651415435966873,2836,8.930314576313883,2185,6.880372831186825,3206,10.095412035141859,7444,23.4405013067985,31757
"Memphis, TN-MS-AR Metro Area",32820,31.3,6173,3.0256985868963184,16483,8.079149490978782,21417,10.497551698616306,23804,11.667540768261778,22115,10.839676696778241,15946,7.8159387115905865,13107,6.424401648866036,17056,8.360005685744955,52163,25.567716732265133,204019
"Menomonie, WI Micro Area",32860,25.4,170,2.9234737747205504,636,10.937231298366294,1125,19.34651762682717,716,12.312983662940672,660,11.349957007738606,394,6.775580395528805,237,4.075666380051591,333,5.726569217540843,1140,19.604471195184868,5815
"Merced, CA Metro Area",32900,30.0,1178,2.9816745975498633,3468,8.777969018932874,4272,10.812999898754683,4414,11.17242077553913,4619,11.69130302723499,3150,7.973068745570518,2421,6.127872835881341,3135,7.935101751543991,9166,23.200364483142653,39508
"Meridian, MS Micro Area",32940,31.1,668,5.8107167710508,905,7.872303409881698,1071,9.316283924843423,1028,8.94224077940153,1062,9.237995824634655,695,6.0455810716771055,302,2.627000695894224,1043,9.072720946416144,3006,26.148225469728605,11496
"Mexico, MO Micro Area",33020,27.8,153,6.24235006119951,188,7.670338637290902,321,13.096695226438188,270,11.015911872705018,160,6.527947776417789,190,7.751937984496124,124,5.059159526723786,163,6.650346797225621,473,19.298245614035086,2451
"Miami, OK Micro Area",33060,27.2,185,4.807692307692308,349,9.069646569646569,456,11.85031185031185,464,12.058212058212058,323,8.393970893970893,308,8.004158004158004,160,4.158004158004158,320,8.316008316008316,627,16.294178794178794,3848
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",33100,37.2,17978,1.9616037185145583,41799,4.560745012247748,73997,8.073912023524406,92124,10.051773332096738,94060,10.263012891505136,83214,9.07959126891036,69994,7.637139318817887,101720,11.098805776354482,292970,31.96635006192069,916495
"Michigan City-La Porte, IN Metro Area",33140,27.5,347,3.123031230312303,1431,12.879128791287913,1567,14.103141031410313,1150,10.35010350103501,977,8.79308793087931,1108,9.97209972099721,450,4.050040500405004,915,8.235082350823507,2009,18.081180811808117,11111
"Middlesborough, KY Micro Area",33180,32.8,185,4.987867349689943,283,7.630088972768941,228,6.147209490428687,272,7.333513076300889,296,7.98058775950391,366,9.86788891884605,296,7.98058775950391,224,6.03936370989485,784,21.137772984631976,3709
"Midland, MI Metro Area",33220,30.3,316,4.197104529153938,776,10.306813653871696,1046,13.892947270553858,686,9.111435781644309,660,8.766104396334175,566,7.517598618674459,452,6.003453313853101,656,8.712976490901845,1886,25.049807411342805,7529
"Midland, TX Metro Area",33260,28.7,1915,8.706920069109756,1833,8.334091115758843,2181,9.916340820223697,2597,11.807765754296625,2309,10.498317723015369,1696,7.7111939619896335,901,4.096571792306992,1882,8.55687914885878,5126,23.306356278985177,21994
"Milledgeville, GA Micro Area",33300,33.2,362,6.2945574682663885,531,9.233176838810643,505,8.781081551034603,461,8.015997217875153,410,7.129194922622152,553,9.615719005390366,341,5.929403581985741,487,8.46809250565119,1585,27.560424274039296,5751
"Milwaukee-Waukesha, WI Metro Area",33340,28.7,10476,4.072319037197423,26171,10.173411752815365,34419,13.379643847012037,31421,12.214236012579253,26913,10.461848248195329,19959,7.758630742976649,15603,6.06532970001827,20762,8.070779672612915,58709,22.821857422186287,257249
"Minden, LA Micro Area",33380,43.8,86,1.8321261184490838,150,3.1955688112484024,160,3.4086067319982956,380,8.095440988495954,171,3.6429484448231784,351,7.477631018321261,243,5.176821474222412,509,10.843630166169579,1415,30.144865786109925,4694
"Mineral Wells, TX Micro Area",33420,30.9,94,2.7843601895734595,504,14.928909952606634,264,7.819905213270142,456,13.507109004739338,156,4.62085308056872,352,10.42654028436019,229,6.783175355450237,189,5.598341232227488,837,24.79265402843602,3376
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",33460,29.1,13903,3.2793961552069817,35117,8.28328812359948,54605,12.880056610449344,58621,13.827338129496402,51264,12.091991980186343,39262,9.260997759169713,26832,6.3290482368203795,34325,8.096473640759523,94125,22.201910602665407,423950
"Minot, ND Metro Area",33500,23.5,709,6.225305118974449,1610,14.136447449293177,1749,15.356923347089296,1760,15.453507770655897,817,7.173588550355606,625,5.487751339011327,636,5.5843357625779255,838,7.3579769953463865,1836,16.120818333479672,11389
"Missoula, MT Metro Area",33540,29.2,668,3.1429377999435397,1755,8.257269219911546,2693,12.670556130610708,2795,13.150465794673943,2624,12.34591135786205,1785,8.398419121106615,1498,7.0480850663404535,1645,7.739719582196293,4818,22.668674131928107,21254
"Mitchell, SD Micro Area",33580,25.2,115,3.232152894884767,374,10.511523327712197,454,12.759977515458123,583,16.385609893198428,478,13.4345137717819,324,9.106239460370995,175,4.91849353569421,201,5.649241146711636,390,10.961214165261383,3558
"Moberly, MO Micro Area",33620,29.7,108,3.938730853391685,298,10.86797957695113,156,5.689277899343545,329,11.99854121079504,416,15.171407731582786,243,8.86214442013129,172,6.272793581327499,429,15.645514223194748,410,14.952589350838805,2742
"Mobile, AL Metro Area",33660,32.2,2797,4.961067063977722,4481,7.947994820766597,4846,8.5953989960801,4591,8.143102928395326,5294,9.390021107149824,5659,10.037425282463328,3417,6.060767306976002,4600,8.159066319019495,13285,23.563738271342167,56379
"Modesto, CA Metro Area",33700,31.4,1986,2.8860825716071092,5669,8.238268931742548,8478,12.320346446165695,7183,10.438434598113728,7398,10.750875561303824,5348,7.7717873076308255,4520,6.56852629590339,6060,8.806475520613837,17784,25.843953904058825,68813
"Monroe, LA Metro Area",33740,34.9,1041,3.2275066658398956,2339,7.251813728529795,2861,8.870217647423576,2495,7.735474669808395,2275,7.053388726979599,2538,7.868791467724934,1435,4.449060581633286,2801,8.684194208470267,9225,28.60110373907112,32254
"Monroe, MI Metro Area",33780,31.6,529,4.491806062664516,860,7.3023690243695345,1128,9.577990999405621,1204,10.223316634117348,1347,11.437547762588096,1083,9.1958902946421,837,7.107073108601511,1257,10.673346353061051,2570,21.822195805383373,11777
"Montgomery, AL Metro Area",33860,29.4,2090,3.979512176545631,4132,7.867628858127534,6310,12.014699442106666,6071,11.559626040099772,5845,11.129305584645557,3279,6.243454749709628,2742,5.220967649802929,4211,8.018050610255337,12826,24.421637883432663,52519
"Monticello, IN Micro Area",33900,27.5,65,3.1878371750858268,153,7.503678273663561,222,10.887690044139283,354,17.361451692005886,272,13.339872486512997,170,8.337420304070623,105,5.149583128984796,117,5.7381069151544875,406,19.911721432074547,2039
"Monticello, NY Micro Area",33910,29.2,508,5.473548109039974,631,6.798836332291779,1111,11.970692813274432,1388,14.955284990841506,677,7.29447257838595,790,8.512013791617283,595,6.41094709621808,543,5.850662644111626,2171,23.391875875444455,9281
"Montrose, CO Micro Area",33940,29.9,151,3.397839783978398,508,11.431143114311432,354,7.965796579657966,520,11.701170117011701,562,12.646264626462647,390,8.775877587758776,271,6.098109810981098,299,6.728172817281728,1111,25.0,4444
"Morehead City, NC Micro Area",33980,33.9,372,4.500362932494556,835,10.101621098475684,566,6.847326397290105,932,11.275102830873458,456,5.5165739172513915,496,6.000483909992741,860,10.404064843939027,1082,13.08976530365352,1490,18.02564722961529,8266
"Morgan City, LA Micro Area",34020,30.6,235,4.165928026945577,518,9.182769012586421,699,12.391419960999823,571,10.122318737812444,277,4.910476865803935,385,6.825031022868286,514,9.111859599361816,387,6.860485729480588,1105,19.58872540329729,5641
"Morgantown, WV Metro Area",34060,32.8,911,4.276794516689357,1456,6.835359842260927,2094,9.83052438852636,2468,11.586310501854372,1789,8.398666729261537,1500,7.041922914417163,982,4.610112201305103,2095,9.835219003802639,5793,27.195906295479084,21301
"Morristown, TN Metro Area",34100,27.4,1020,7.445255474452554,1411,10.299270072992702,1682,12.277372262773723,1494,10.905109489051094,1045,7.627737226277373,1134,8.277372262773723,1008,7.357664233576642,948,6.91970802919708,2486,18.145985401459853,13700
"Moscow, ID Micro Area",34140,29.7,226,3.5753836418288247,575,9.096661920582186,992,15.693719348204398,767,12.134155987976586,525,8.305647840531561,373,5.900965037177662,340,5.378895744344249,719,11.374782471127986,1589,25.13842746400886,6321
"Moses Lake, WA Micro Area",34180,25.6,1023,8.630726398380157,1239,10.453049860794735,1527,12.882814477347507,1332,11.237661351556568,986,8.318569138614697,982,8.28482240782924,593,5.002952838943727,685,5.779127647009196,2108,17.78452712393487,11853
"Moultrie, GA Micro Area",34220,28.2,301,4.896697576053359,503,8.182853424434684,910,14.803969415975274,401,6.523507401984709,735,11.957052220595413,495,8.052708638360176,347,5.64503009598178,445,7.239303725394501,1032,16.78867740361152,6147
"Mountain Home, AR Micro Area",34260,30.5,201,4.161490683229814,300,6.211180124223603,499,10.331262939958592,554,11.469979296066253,415,8.592132505175984,370,7.6604554865424435,257,5.320910973084886,508,10.5175983436853,908,18.799171842650104,4830
"Mountain Home, ID Micro Area",34300,26.9,211,5.6102100505184795,320,8.50837543206594,433,11.512895506514225,428,11.379952140388195,489,13.001861207125764,261,6.939643711778783,334,8.880616857218824,286,7.6043605424089336,399,10.608880616857219,3761
"Mount Airy, NC Micro Area",34340,27.7,573,7.316138917262513,628,8.018386108273749,992,12.665985699693566,751,9.588866189989785,848,10.827374872318693,761,9.716547497446374,234,2.9877425944841676,736,9.397344228804902,1288,16.44535240040858,7832
"Mount Pleasant, MI Micro Area",34380,32.6,266,2.753908272077855,924,9.566207681954655,729,7.5473651516720155,1320,13.666010974220935,787,8.14784139144839,750,7.764778962625531,469,4.855575111295165,799,8.272077854850398,2794,28.926389895434312,9659
"Mount Pleasant, TX Micro Area",34420,28.4,371,6.456665506439261,481,8.3710407239819,830,14.444831186912635,439,7.640097459101984,627,10.911938739993039,523,9.101983988861818,331,5.7605290636964845,490,8.527671423599026,1013,17.629655412460842,5746
"Mount Sterling, KY Micro Area",34460,22.3,275,4.880212954747116,830,14.729370008873113,731,12.972493345164152,779,13.824312333629104,568,10.07985803016859,110,1.9520851818988465,179,3.176574977817214,182,3.229813664596273,736,13.061224489795919,5635
"Mount Vernon, IL Micro Area",34500,24.8,234,5.615550755939525,468,11.23110151187905,499,11.97504199664027,599,14.37485001199904,231,5.543556515478762,305,7.319414446844252,149,3.5757139428845695,334,8.015358771298295,735,17.63858891288697,4167
"Mount Vernon, OH Micro Area",34540,29.1,195,3.335043612108773,626,10.706345134256884,801,13.699332991277577,561,9.594663930220626,396,6.7727039507439715,527,9.013169146570892,359,6.139900803831024,474,8.106721395587481,1069,18.282880109457842,5847
"Mount Vernon-Anacortes, WA Metro Area",34580,31.4,400,2.644802962179318,1089,7.200476064533193,1786,11.809045226130653,1541,10.189103411795822,1671,11.0486643745041,1578,10.433747685797409,858,5.673102353874636,1521,10.056863263686855,3421,22.619677334038617,15124
"Muncie, IN Metro Area",34620,31.2,648,4.190377651319193,1210,7.824624935333678,1471,9.512415933781687,1686,10.902741852043455,1812,11.717537506466632,1114,7.203828246249354,855,5.528970512157269,899,5.8135023279875835,4512,29.17744438696327,15464
"Murray, KY Micro Area",34660,28.8,223,4.070828769623951,409,7.4662285505659,702,12.814895947426066,573,10.460021905805037,605,11.04417670682731,491,8.963125228185469,232,4.235122307411464,376,6.863818912011683,1134,20.700985761226725,5478
"Murrells Inlet, SC Micro Area",34680,29.3,92,2.047174009790832,298,6.631063640409435,364,8.09968847352025,661,14.708500222518914,603,13.41789052069426,524,11.659991099243436,172,3.8273253226524258,492,10.947930574098798,650,14.463729417000446,4494
"Muscatine, IA Micro Area",34700,26.2,158,3.66079703429101,460,10.658016682113068,587,13.600556070435587,654,15.15291936978684,530,12.279888785912881,222,5.143651529193698,217,5.0278035217794255,401,9.291010194624652,749,17.354031510658015,4316
"Muskegon-Norton Shores, MI Metro Area",34740,29.8,622,4.264070747926236,1211,8.30191266195928,1663,11.40056214437513,1857,12.730513470898746,1262,8.651539041612395,999,6.848563789675739,677,4.64111880441489,1400,9.597586892438473,3428,23.50037704805649,14587
"Muskogee, OK Micro Area",34780,28.7,408,4.7064251932172105,1113,12.838851078555773,994,11.466143730534087,710,8.190102664667204,891,10.278002076364055,755,8.709193678624985,477,5.502364747952474,666,7.682547006575152,1770,20.41757988233937,8669
"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",34820,31.0,1386,3.8164996144949885,2876,7.919374380438374,4207,11.584425597532768,3910,10.766604251569555,3347,9.21632338363256,2905,7.99922898997687,2448,6.740830487939201,2979,8.202995924661307,8529,23.485516025994052,36316
"Nacogdoches, TX Micro Area",34860,34.6,270,2.561426809600607,967,9.173702684754767,849,8.054264301299687,811,7.693767194763305,1147,10.881320557821839,792,7.513518641495115,634,6.014609619580685,1034,9.809316004174178,3050,28.934636182525374,10541
"Nantucket, MA Micro Area",34880,28.6,262,22.072451558550966,45,3.7910699241786014,58,4.886267902274642,69,5.812973883740522,135,11.373209772535803,103,8.677337826453243,71,5.981465880370682,178,14.995787700084245,143,12.047177759056444,1187
"Napa, CA Metro Area",34900,31.6,318,1.798846023305804,990,5.600181015952031,2041,11.545423690462723,2358,13.338612965267565,2174,12.297771241090622,1635,9.248783799072294,1295,7.325489308745333,1845,10.436700984274239,4127,23.345401063468717,17678
"Naples-Marco Island, FL Metro Area",34940,36.5,1132,2.9294549971533566,2416,6.252264375549919,2780,7.194244604316546,3708,9.595776616117178,3760,9.730345220226697,3417,8.842710004658144,2904,7.51513896796232,3839,9.93478598416231,12239,31.672791263392163,38642
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",34980,29.8,9651,3.4805595727109124,22083,7.964065593635383,32764,11.816086813832799,35107,12.661071901270542,32591,11.753695682750115,26090,9.40915959507074,19856,7.160915021836896,23779,8.575715063671412,59573,21.484548277391692,277283
"Natchez, MS-LA Micro Area",35020,29.7,308,4.864181933038535,361,5.701200252684776,505,7.97536323436513,564,8.907138344914719,738,11.655085281111813,465,7.343651295009476,198,3.1269740998104867,406,6.411876184459886,1322,20.878079595704357,6332
"Natchitoches, LA Micro Area",35060,35.0,347,6.5188803306406164,268,5.034754837497651,413,7.75878264136765,441,8.28480180349427,499,9.37441292504227,202,3.794852526770618,272,5.109900432087168,478,8.979898553447304,1425,26.7706180725155,5323
"New Bern, NC Micro Area",35100,28.7,607,4.247725682295311,1389,9.720083974807556,1782,12.470258922323303,1431,10.013995801259622,1561,10.92372288313506,1235,8.642407277816655,1126,7.87963610916725,1015,7.102869139258222,2606,18.236529041287614,14290
"Newberry, SC Micro Area",35140,29.3,201,4.965415019762846,352,8.695652173913043,531,13.117588932806324,382,9.436758893280633,267,6.595849802371541,251,6.200592885375494,292,7.213438735177865,173,4.273715415019764,940,23.221343873517785,4048
"New Castle, IN Micro Area",35220,24.9,417,9.387663214768123,622,14.002701485817198,508,11.436289959477714,519,11.683926159387664,520,11.706438541197658,330,7.429085997298514,240,5.40297163439892,387,8.712291760468258,567,12.764520486267447,4442
"New Haven, CT Metro Area",35300,31.6,3437,3.826073404504013,6426,7.1534325566897845,9073,10.100076810900468,10816,12.040386948826129,10363,11.53610668922755,7107,7.9115227482717545,5693,6.337455889392303,8219,9.14940276741882,23572,26.240384722423215,89831
"New Iberia, LA Micro Area",35340,30.2,532,6.184608230644036,675,7.847012322715647,995,11.567077423854917,718,8.346896070681236,556,6.463613113229481,604,7.021622878400372,379,4.405952104161822,529,6.149732620320856,2015,23.42478493373634,8602
"New Orleans-Metairie, LA Metro Area",35380,33.3,5529,3.508582669670337,11864,7.5286353396579635,16082,10.205286036107497,15827,10.043468604245327,14260,9.049084620998192,12154,7.71266300726592,8422,5.344417298600755,12428,7.886537424247233,46437,29.46790620934734,157585
"New Philadelphia-Dover, OH Micro Area",35420,28.0,733,6.138000334952269,1354,11.338134315859989,1689,14.143359571261097,927,7.762518841065148,1116,9.345168313515325,830,6.950259588008708,804,6.732540612962652,1089,9.119075531736726,2219,18.581477139507623,11942
"Newport, OR Micro Area",35440,31.6,176,2.692366528988833,576,8.811381367599816,380,5.813064096680434,590,9.0255468869512,985,15.068074040079546,620,9.484472999847023,340,5.201162612819337,388,5.935444393452654,1760,26.923665289888326,6537
"Newport, TN Micro Area",35460,24.8,411,9.424443934877322,458,10.502178399449667,433,9.928915386379272,538,12.336620041274937,158,3.623022242604907,290,6.649850951616602,354,8.117404265076818,273,6.260032102728733,729,16.71634946113277,4361
"New Ulm, MN Micro Area",35580,28.0,132,5.864060417592181,362,16.081741448245225,230,10.217681030653043,182,8.085295424255886,184,8.174144824522434,283,12.572190137716571,68,3.020879609062639,112,4.975566414926699,481,21.368280764104842,2251
"New York-Newark-Jersey City, NY-NJ Metro Area",35620,31.0,176221,4.9326722884592025,300068,8.39932305601135,397767,11.134054727663283,399705,11.188302058543451,363997,10.18878519008679,304433,8.521505511786339,219554,6.145623572788553,290019,8.118037489440246,943440,26.40820528667951,3572526
"Niles, MI Metro Area",35660,29.4,739,4.261822376009227,1515,8.737024221453288,1908,11.003460207612457,2308,13.310265282583622,1797,10.36332179930796,1442,8.31603229527105,900,5.190311418685121,1312,7.566320645905421,4186,24.14071510957324,17340
"Nogales, AZ Micro Area",35700,27.8,286,5.377961639714178,534,10.041368935690109,733,13.783377209477246,539,10.13538924407672,429,8.066942459571267,370,6.9575028206092515,319,5.998495675065814,460,8.649868371568258,1002,18.841669800676947,5318
"Norfolk, NE Micro Area",35740,24.7,324,5.657412257726559,756,13.200628601361968,777,13.56731272917758,712,12.432338047843547,633,11.05290728129911,416,7.263837960537803,185,3.230312554566091,439,7.6654443862406145,811,14.160991793259997,5727
"North Platte, NE Micro Area",35820,26.4,288,5.4390934844192635,507,9.575070821529746,758,14.315391879131257,746,14.08876298394712,463,8.744098205854579,503,9.499527856468367,427,8.064211520302173,452,8.53635505193579,713,13.465533522190745,5295
